 RespId,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9
474076,Some,Some,Some,Some,Some,Some,Some,Some,A lot
474077,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
474078,None,Only a few,Some,Some,Only a few,Some,None,None,A lot
484371,None,Some,Some,A lot,A lot,Some,Some,Some,A lot
474079,None,Some,Some,A lot,Some,Some,A lot,Some,Some
474080,Only a few,Only a few,Only a few,Some,Some,Only a few,None,Some,Some
474082,Only a few,Some,,Some,Some,Some,Some,Some,A lot
474083,A lot,Some,Some,Some,Some,Some,Some,Some,Some
474084,None,Some,Some,Some,Some,Some,Some,Some,Some
474085,Some,Some,A lot,A lot,Some,A lot,Some,Some,Some
474086,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
474087,A lot,Some,A lot,Only a few,Some,Some,None,A lot,Some
474088,Some,None,Some,None,Only a few,Only a few,None,Some,Some
474089,None,Some,A lot,Some,Some,A lot,Some,Some,Some
474090,None,Some,A lot,A lot,Some,A lot,Some,A lot,Some
474091,Some,Only a few,Some,Some,None,Only a few,None,A lot,Only a few
474092,None,None,None,Some,None,Some,None,None,None
474093,Only a few,Some,Some,A lot,Some,A lot,Some,A lot,A lot
474094,None,Only a few,Some,Some,Only a few,Some,Some,Only a few,Some
474095,Some,Some,A lot,A lot,Some,Some,A lot,Only a few,A lot
474097,Only a few,Some,Only a few,Only a few,Some,Some,Only a few,Some,A lot
474098,None,None,None,None,None,None,None,Only a few,Some
474099,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,A lot
474100,None,Only a few,Some,Some,Some,Some,A lot,Some,Only a few
474103,None,None,Some,None,None,None,None,A lot,A lot
474105,Only a few,Only a few,Only a few,Some,Only a few,None,None,A lot,A lot
474107,Some,Only a few,A lot,A lot,Some,Some,Some,A lot,A lot
474110,None,Only a few,Only a few,Only a few,Only a few,Some,A lot,Only a few,None
474112,A lot,Some,Some,None,Some,Some,None,Some,Some
474113,None,A lot,Some,A lot,Some,Some,Some,Only a few,A lot
474114,None,None,Only a few,Some,None,Only a few,None,Some,Some
474115,Some,Only a few,Some,Some,None,Some,None,Some,Some
474116,Some,Some,Only a few,Some,Only a few,Some,None,A lot,Some
474118,None,None,None,None,None,None,None,None,None
474120,Some,Only a few,Some,A lot,Only a few,A lot,Only a few,A lot,Some
474121,Some,A lot,Only a few,Some,Some,Some,A lot,Some,Only a few
474122,None,Only a few,Some,Only a few,Some,Some,Some,Some,Some
474123,Some,Some,Some,Some,Some,Some,Only a few,A lot,Some
474125,Some,Only a few,A lot,Only a few,Only a few,Some,None,A lot,None
474127,Some,None,Some,Some,Only a few,Only a few,None,A lot,A lot
474128,Only a few,Only a few,Some,Some,Some,Some,Some,Only a few,Some
474130,Only a few,Only a few,Some,A lot,Only a few,Some,None,A lot,A lot
474131,None,Only a few,Some,A lot,Some,Some,Some,Only a few,Some
474132,None,None,Some,Some,None,A lot,Some,Some,Only a few
474133,None,Only a few,Only a few,Some,Some,Some,Some,A lot,A lot
474134,None,Only a few,Some,A lot,Some,A lot,Some,Some,A lot
474135,None,None,None,None,None,Some,None,None,Some
474136,Only a few,Only a few,A lot,Some,Some,Some,Some,Some,A lot
474139,A lot,Only a few,Only a few,Only a few,Only a few,None,None,Some,Only a few
474140,A lot,A lot,Some,Some,A lot,A lot,Some,Some,Some
474141,A lot,Only a few,Some,Some,Only a few,Some,None,Some,Some
474142,None,Only a few,Some,Some,Some,Some,Only a few,Some,Some
474143,A lot,Some,Some,Only a few,Some,Some,None,A lot,Some
474144,Some,None,A lot,Some,Only a few,Some,None,A lot,Some
474145,None,Only a few,Some,A lot,Some,Some,Some,Some,A lot
474146,None,Only a few,Some,Some,Only a few,Only a few,Only a few,None,Only a few
474147,Only a few,None,Only a few,Some,Only a few,Some,Only a few,Some,A lot
474148,None,Some,Only a few,Some,Some,Some,Some,Some,A lot
474150,None,None,Some,A lot,None,A lot,None,None,None
474151,A lot,None,A lot,Some,None,Some,Only a few,A lot,Only a few
474153,Some,Some,Some,Some,Only a few,Some,Some,Only a few,A lot
474155,None,Some,A lot,Some,Some,Some,Some,A lot,Some
474156,Only a few,Only a few,Some,Some,None,Only a few,Only a few,Some,Some
474157,Some,Some,Some,A lot,Some,Some,A lot,Some,Some
474158,None,Only a few,Some,Some,Some,Some,Some,Some,Some
474159,Only a few,Only a few,Some,Some,Only a few,Some,Only a few,Only a few,Some
474160,None,Some,Some,A lot,Only a few,Some,A lot,A lot,A lot
474162,Only a few,None,Only a few,Some,None,None,Only a few,None,A lot
474164,None,Some,Some,A lot,A lot,A lot,A lot,A lot,A lot
474165,Some,Some,Some,Some,Some,Some,Some,Some,Some
474167,A lot,Some,Some,Some,Some,Some,None,A lot,Some
474168,Only a few,Only a few,Some,A lot,Some,Only a few,Only a few,Some,Only a few
484465,Only a few,None,Some,Some,Only a few,None,None,Only a few,Only a few
474170,Some,Some,Some,A lot,Some,Some,Only a few,Some,Some
474172,Only a few,None,A lot,Some,Some,Only a few,Some,A lot,Some
474173,A lot,Some,A lot,Only a few,Some,Some,None,Some,Some
474174,Some,Some,Some,Some,Some,Some,Only a few,Some,Some
474175,None,None,Some,Some,Some,A lot,Some,Only a few,A lot
474176,None,Some,A lot,A lot,Some,Some,Some,A lot,Some
474179,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,A lot
474180,None,None,Some,Some,None,Some,Only a few,Some,A lot
474182,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
474183,None,Only a few,Some,A lot,Only a few,Some,Only a few,A lot,Some
474184,None,Only a few,Some,A lot,Only a few,A lot,A lot,Some,Some
474185,Only a few,Only a few,Some,A lot,Some,Only a few,Some,A lot,Some
474186,None,Only a few,A lot,A lot,Only a few,Some,A lot,A lot,A lot
474188,Some,Only a few,Some,Some,Only a few,Only a few,Only a few,A lot,A lot
474190,None,Only a few,Only a few,Some,Only a few,Some,Some,Only a few,A lot
484488,A lot,A lot,A lot,A lot,A lot,A lot,Some,A lot,Some
474191,Some,None,Only a few,Only a few,Some,None,None,Some,Some
474192,Only a few,Some,Some,Some,A lot,Some,Only a few,A lot,A lot
474193,A lot,Only a few,Some,Some,Some,Some,None,A lot,A lot
474194,Only a few,None,Some,Some,Some,Some,None,A lot,Only a few
474195,None,None,Some,Some,None,Only a few,Only a few,Some,Only a few
474196,Some,Only a few,Only a few,Some,Some,Some,Only a few,A lot,Some
474197,None,Only a few,Some,Some,Some,Some,Some,Only a few,Some
484496,A lot,None,Some,None,Only a few,None,None,A lot,Only a few
474198,None,Only a few,Some,Some,A lot,Some,Some,Some,Some
474200,A lot,Only a few,Some,Some,Only a few,Some,Only a few,A lot,Some
474201,None,Some,Some,A lot,,A lot,Some,A lot,Some
474204,Only a few,Only a few,Some,A lot,Some,None,Only a few,None,A lot
474207,Some,Some,Some,A lot,Some,Some,Some,A lot,A lot
474208,Only a few,Only a few,Only a few,Only a few,Some,Some,Only a few,Only a few,Only a few
474209,None,Only a few,Some,A lot,Only a few,Some,Only a few,Some,Some
474210,None,None,None,Only a few,None,None,None,Only a few,Some
474212,Only a few,Only a few,Some,Some,Only a few,Only a few,None,A lot,A lot
474214,Only a few,Only a few,Some,Some,Only a few,Some,Some,Only a few,Some
474215,None,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few
474216,None,None,Some,Some,A lot,A lot,A lot,None,A lot
474217,None,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some,A lot
474219,A lot,Only a few,Some,None,Some,Only a few,None,A lot,Only a few
474221,Only a few,Some,Some,None,A lot,A lot,,None,None
474222,None,Some,A lot,A lot,Some,A lot,Some,Some,Some
474224,A lot,Some,Only a few,Some,None,None,None,A lot,None
474225,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
474226,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
474227,A lot,Only a few,Some,Some,Some,Some,Some,A lot,A lot
474228,Some,Some,Some,Some,Some,Some,Some,Some,Some
474230,Some,Only a few,Some,A lot,A lot,A lot,Some,A lot,A lot
474231,None,None,None,None,None,None,None,None,None
474232,Only a few,Some,Some,A lot,Some,None,None,Some,A lot
484532,Only a few,Only a few,Some,A lot,Some,Some,Only a few,A lot,Some
474233,Some,Only a few,Some,Only a few,Only a few,Some,None,Some,Only a few
474236,None,Some,A lot,A lot,A lot,A lot,A lot,Only a few,A lot
474238,A lot,Only a few,Only a few,Some,None,Only a few,None,Some,Only a few
474240,Only a few,Only a few,Some,Some,Some,Some,Some,Some,Some
474241,None,Only a few,Only a few,A lot,Only a few,Some,Some,Only a few,Some
484542,None,Only a few,Some,A lot,Some,Some,Only a few,Only a few,A lot
484543,None,None,None,None,None,None,None,None,None
474242,A lot,None,Only a few,Only a few,Some,Only a few,None,A lot,None
474243,Some,Some,Some,Some,Some,Some,Some,Some,Some
474244,Only a few,Some,A lot,A lot,Only a few,A lot,Some,Some,A lot
474245,None,Some,A lot,A lot,Some,Only a few,Some,Only a few,A lot
474246,Some,Some,Some,Some,Some,Some,Some,Some,Some
474247,Some,Some,Some,Some,Some,Some,Some,Some,Some
474249,None,Some,Some,Some,Some,A lot,Only a few,Some,A lot
474250,None,Only a few,Some,Some,Only a few,Only a few,Only a few,Some,Some
474252,Some,None,A lot,Some,Some,Only a few,None,A lot,Some
474254,Some,Some,Some,Some,Only a few,Some,Only a few,A lot,Only a few
474255,Only a few,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
484562,None,None,None,Some,None,None,None,Some,Only a few
474260,None,None,None,Some,None,None,Some,None,Some
474261,Some,Only a few,Only a few,Some,Some,A lot,None,A lot,None
474262,None,Some,Some,A lot,A lot,Some,Some,Some,Some
474264,None,None,A lot,A lot,A lot,A lot,A lot,Some,A lot
474266,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
474267,None,Some,Some,A lot,Only a few,Some,None,Only a few,A lot
474268,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Some,Some,Some
474270,Only a few,Only a few,Some,Some,Only a few,Some,Only a few,A lot,A lot
484575,None,Only a few,Some,Some,None,Some,Some,A lot,A lot
474272,Some,Some,Some,Some,Some,Some,Some,Some,Some
474273,Some,Some,A lot,A lot,A lot,A lot,A lot,A lot,A lot
484579,Some,Some,Some,Some,Some,Some,Only a few,A lot,A lot
474275,Some,Only a few,A lot,A lot,Some,Some,Only a few,Some,A lot
474276,Only a few,Some,A lot,Only a few,Only a few,Some,Only a few,A lot,A lot
474278,None,Only a few,Only a few,A lot,Only a few,Some,Only a few,Some,Some
484585,None,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some,A lot
474279,Some,Some,Some,Some,Some,Some,Some,Some,Some
474280,None,None,None,None,None,None,None,None,None
474281,None,Only a few,Some,Only a few,Only a few,Only a few,Some,Only a few,None
474282,None,None,Only a few,Some,Only a few,Only a few,Some,Only a few,Only a few
474286,None,None,Some,Some,None,None,None,Only a few,Some
474287,None,Some,Some,Some,Some,Only a few,Only a few,Some,Some
474289,A lot,None,Some,None,Only a few,Some,None,A lot,Only a few
474290,Some,Only a few,Only a few,Some,Only a few,Some,Only a few,Some,Only a few
474292,A lot,Some,Some,Some,Only a few,Some,None,Some,Some
474293,None,Some,A lot,A lot,A lot,A lot,Some,A lot,A lot
474295,None,Only a few,Some,Only a few,Some,Only a few,Some,Some,Some
484603,None,Only a few,Only a few,Some,Some,Some,None,A lot,A lot
474298,None,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
474299,None,Only a few,None,None,None,Only a few,Only a few,Only a few,None
474300,Only a few,A lot,Some,A lot,Some,Only a few,Some,Some,A lot
474301,None,Some,A lot,A lot,Only a few,A lot,A lot,Some,A lot
474302,None,None,None,None,None,None,None,None,Some
474303,Some,Only a few,Some,Some,,Only a few,None,A lot,Some
474304,Some,None,Some,None,None,Some,None,Some,Some
474305,Only a few,Only a few,Some,A lot,Only a few,Some,Only a few,A lot,Some
474306,None,None,Only a few,A lot,None,Some,None,Some,A lot
474307,None,None,Some,A lot,Only a few,Some,Only a few,None,A lot
474310,A lot,Only a few,Only a few,None,Only a few,None,None,Some,Only a few
474311,Only a few,Only a few,Only a few,Some,Only a few,Some,Only a few,Some,A lot
474312,A lot,Only a few,A lot,Some,None,None,None,A lot,Some
474313,A lot,Only a few,Some,Some,Only a few,Some,None,Some,Some
474314,Some,Only a few,A lot,Some,Some,None,None,A lot,Only a few
484625,None,Some,Some,Some,Some,A lot,Some,Only a few,A lot
474317,Only a few,Some,A lot,A lot,A lot,Some,Some,Some,Some
474320,Only a few,Some,Some,A lot,Some,Some,Only a few,Some,Some
474322,None,Only a few,Some,A lot,A lot,A lot,Some,Some,A lot
474323,None,Only a few,Some,Some,Only a few,Some,A lot,Some,Some
474324,None,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Some,Only a few
474325,A lot,A lot,None,Only a few,Only a few,Only a few,A lot,A lot,Only a few
474326,None,None,Some,Some,None,None,Only a few,None,Some
474327,Some,Only a few,Some,A lot,Only a few,Some,None,A lot,A lot
474328,Some,Some,Some,Some,Some,Some,None,A lot,Some
474329,Some,Only a few,Some,Only a few,Some,Only a few,Only a few,A lot,Some
474330,Only a few,Only a few,A lot,A lot,Only a few,Some,Only a few,A lot,A lot
474331,None,Only a few,Some,A lot,Some,A lot,Only a few,Only a few,A lot
474332,A lot,Only a few,Some,None,Only a few,Only a few,None,A lot,Some
474333,Only a few,,A lot,None,A lot,Only a few,A lot,A lot,Some
474335,Only a few,Some,Some,Some,Some,Only a few,Only a few,Some,Some
474336,Some,Some,Some,Some,Some,Only a few,Only a few,,Some
474337,None,Only a few,Only a few,A lot,Only a few,Some,Only a few,A lot,None
474338,Some,Some,Some,Some,Some,Only a few,Some,Some,Some
474339,Only a few,Only a few,A lot,A lot,Only a few,A lot,Some,A lot,A lot
474340,None,Only a few,Some,Some,Some,Some,Some,Some,Some
474341,None,Some,A lot,A lot,Some,Some,Some,Some,Some
474342,None,Some,Some,Some,Some,Some,Some,Some,Some
474343,A lot,Some,None,Some,Some,Only a few,Only a few,Only a few,Only a few
474345,Only a few,Only a few,Some,Some,Only a few,Only a few,Some,Some,Some
474347,None,Only a few,Some,A lot,Some,None,Some,Some,Some
474348,A lot,Only a few,Some,A lot,Only a few,Some,Only a few,A lot,Some
484661,Some,Some,A lot,Only a few,Some,Some,Only a few,A lot,Only a few
474350,None,None,None,Only a few,None,None,Only a few,None,Only a few
474351,Only a few,Some,Some,Some,Some,Some,Some,Some,Some
474353,Some,Some,Some,Some,Some,Some,Some,Some,Some
474354,None,Some,None,Only a few,Some,Only a few,A lot,Some,Some
474356,None,Only a few,Some,Some,Only a few,Some,Only a few,Some,Some
474360,Only a few,Some,Only a few,Some,Some,Only a few,Some,Some,Some
474361,None,None,Some,Some,A lot,Only a few,Some,Only a few,Some
474362,None,Some,Some,A lot,None,Some,Some,Some,Some
474363,A lot,Only a few,Only a few,Only a few,Only a few,Some,None,Some,Some
474364,Some,None,Some,Some,None,Some,Only a few,Some,Some
474365,A lot,Only a few,Only a few,Only a few,Some,Some,Only a few,Some,Some
474367,Some,Some,Some,Some,Some,Some,Only a few,A lot,Only a few
474368,None,Some,Only a few,Only a few,Some,None,Some,Some,Some
474369,None,Only a few,Some,A lot,Some,A lot,Some,Some,A lot
474370,Some,Some,Some,Some,,Some,Some,Some,Some
474371,A lot,Only a few,Only a few,Only a few,Only a few,None,None,Some,Some
474372,None,Some,Some,Some,Some,Some,Some,Some,Some
474373,None,None,Some,Some,None,Some,None,A lot,A lot
474374,None,None,Some,Only a few,Some,Some,Some,Only a few,A lot
474378,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Only a few,Some,A lot
484692,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot,A lot
474379,None,None,Some,Some,None,Only a few,Some,None,Some
474380,None,Some,Only a few,Only a few,Some,Only a few,Some,None,Some
484695,A lot,Some,A lot,Some,Some,Some,Only a few,A lot,A lot
474382,Some,Some,Some,Some,Some,Some,Only a few,A lot,Some
474384,Some,Some,Some,A lot,Some,A lot,Some,A lot,A lot
474385,None,Some,Some,Only a few,A lot,Only a few,A lot,Only a few,A lot
474387,A lot,None,None,Only a few,Some,Some,Only a few,Only a few,Some
474388,None,Only a few,A lot,Some,Some,Some,Some,Only a few,A lot
474389,A lot,Only a few,Some,Some,Some,Only a few,Only a few,A lot,Some
474391,None,Some,A lot,A lot,Some,A lot,A lot,A lot,A lot
474393,None,Only a few,Some,A lot,A lot,A lot,Some,Some,A lot
474394,A lot,Some,Some,Some,Only a few,Some,None,A lot,Some
474396,None,None,Some,A lot,A lot,Some,Some,,A lot
474399,Only a few,Some,Some,Some,Some,Only a few,Only a few,Only a few,Some
484715,Only a few,Only a few,Some,Some,Only a few,Some,None,A lot,A lot
474400,None,Only a few,Only a few,Some,Some,Some,Some,Some,Some
474401,Only a few,A lot,A lot,A lot,Some,Only a few,A lot,Some,Some
484718,A lot,Some,Some,Only a few,Some,Some,None,A lot,Some
474402,None,Only a few,Some,Some,Some,Some,Some,Only a few,A lot
474404,None,None,Some,Some,None,Some,Some,Some,Some
474405,Some,Only a few,Some,Only a few,Only a few,Only a few,Some,Only a few,Only a few
474408,Only a few,None,Only a few,Some,Only a few,Only a few,Only a few,Only a few,A lot
474409,None,Only a few,None,None,Some,Some,A lot,None,A lot
474411,None,None,Some,Some,None,Only a few,Only a few,Only a few,Some
474413,None,Only a few,Only a few,Some,Only a few,Some,Only a few,Only a few,Some
474414,None,Only a few,Some,Some,Some,Only a few,Only a few,None,Some
474416,None,Some,A lot,A lot,A lot,A lot,Some,Some,A lot
474418,Some,Only a few,Some,Some,Some,Some,Only a few,A lot,A lot
474419,None,Some,Only a few,A lot,A lot,A lot,Some,Some,A lot
474420,None,Only a few,Only a few,Only a few,Only a few,Only a few,None,None,Some
474421,A lot,Some,Some,Only a few,Some,A lot,Only a few,A lot,Some
474422,Only a few,None,A lot,Only a few,Some,Some,None,Some,Some
474424,None,Only a few,Only a few,Only a few,Some,Some,A lot,Some,A lot
474427,Some,Some,A lot,Some,Some,Some,Only a few,A lot,Some
474428,None,None,Only a few,Only a few,None,A lot,Some,None,None
474431,None,Some,Only a few,Some,A lot,A lot,Some,A lot,Only a few
474433,Some,None,Some,Only a few,Only a few,None,None,A lot,Some
474434,Some,Only a few,Some,Some,Only a few,A lot,None,A lot,Some
474435,Only a few,Only a few,Some,Only a few,Only a few,Some,None,Some,Some
474436,None,Only a few,Some,Some,None,Only a few,Only a few,Some,Some
474437,None,Some,Some,Some,Some,A lot,Some,Some,Some
474438,Only a few,Some,Some,A lot,Some,Some,Some,Some,Some
474439,Some,Only a few,Some,Only a few,Only a few,Some,None,Some,Some
474443,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Some,Some
474444,Some,Some,Some,Some,Some,Some,Some,Some,Some
474446,Only a few,None,Some,A lot,Some,Some,None,A lot,A lot
474447,Some,Some,Some,Some,Only a few,Some,None,Some,Some
474449,A lot,Only a few,A lot,Some,Some,A lot,None,A lot,A lot
474450,None,Some,A lot,Only a few,A lot,Only a few,A lot,Some,Some
474454,Some,None,Some,Some,Some,Some,None,Some,Some
474455,Some,None,Some,Some,Only a few,Some,Only a few,A lot,Some
474457,Some,Only a few,Some,None,None,None,Only a few,None,A lot
474458,A lot,Some,Some,Some,Some,A lot,Some,Some,Some
474460,Some,A lot,Some,Only a few,Some,A lot,Some,Some,Some
474461,Some,Some,A lot,A lot,A lot,Only a few,Some,A lot,A lot
474462,Some,Only a few,A lot,Only a few,Only a few,A lot,Only a few,A lot,Some
474464,Only a few,Some,Some,Some,A lot,A lot,A lot,Some,A lot
474465,None,Only a few,Some,A lot,Only a few,Some,Some,Some,A lot
474466,Only a few,Only a few,Some,Only a few,Only a few,Some,None,A lot,A lot
474468,Only a few,Only a few,Some,Some,Some,Some,Some,Some,Some
474469,Some,None,Only a few,Some,Only a few,Some,Only a few,Some,Only a few
474471,Only a few,Some,Some,A lot,Some,A lot,Some,Some,A lot
474472,None,None,None,Some,None,Only a few,None,Only a few,Some
474473,Only a few,Some,Some,A lot,Some,Some,Only a few,A lot,Some
474474,Some,Only a few,Only a few,Some,None,Some,None,A lot,Some
474475,None,Some,Some,Some,Only a few,Only a few,Some,Some,Some
474476,None,Some,Only a few,Only a few,Only a few,Some,Some,Only a few,Some
474477,,,,,,,,,
484797,None,Some,Some,A lot,Some,A lot,Some,Some,A lot
474479,Some,None,Some,Only a few,None,Only a few,None,Some,None
474480,None,Some,Some,A lot,A lot,A lot,A lot,Some,A lot
474482,Only a few,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Only a few,Only a few
474484,A lot,None,Some,Only a few,Only a few,Only a few,None,A lot,Some
474485,A lot,None,Only a few,Only a few,Some,Only a few,Only a few,A lot,Some
474486,None,Some,Only a few,Only a few,Some,Only a few,Only a few,Only a few,Some
474487,Some,Some,Some,Some,Only a few,Some,Some,Only a few,Some
484809,Some,Only a few,A lot,None,Only a few,None,None,Some,None
474489,Some,Only a few,Some,Some,Some,Some,None,None,A lot
474490,Some,Only a few,Only a few,None,None,Some,None,Some,Some
474491,None,Some,Some,Some,Some,Some,None,Only a few,Some
474492,None,Only a few,A lot,Some,Only a few,Some,None,Some,A lot
474493,A lot,Some,None,None,Only a few,A lot,None,A lot,Some
474495,Some,A lot,Some,A lot,Some,Some,Only a few,Some,A lot
474496,A lot,None,A lot,A lot,Some,A lot,None,A lot,A lot
474497,None,Some,Some,Some,A lot,Some,Some,Some,A lot
474498,Some,Only a few,Only a few,Only a few,None,Only a few,None,Only a few,None
474500,None,None,Some,Only a few,Only a few,Only a few,None,None,Some
474501,Only a few,Only a few,Some,Some,Only a few,Some,Some,Some,Some
474502,A lot,Some,Some,Only a few,Some,Some,None,A lot,Some
474503,A lot,None,Only a few,None,Only a few,Some,None,Some,Only a few
474504,None,Only a few,Only a few,Some,Only a few,Some,A lot,A lot,A lot
474505,None,Only a few,Some,A lot,A lot,A lot,Some,Some,A lot
474506,None,None,Only a few,A lot,Only a few,None,Only a few,None,A lot
474507,,Only a few,Some,Only a few,Some,A lot,Some,Some,A lot
474508,A lot,Some,Some,Some,Some,A lot,Only a few,A lot,A lot
474509,Some,Some,A lot,Some,Some,Some,Some,Some,Some
474511,None,Only a few,Some,A lot,None,Some,Some,Some,Some
474514,None,None,None,A lot,None,Only a few,None,None,Some
474515,None,Only a few,A lot,Some,Some,Some,Some,Some,Some
474520,None,None,Only a few,A lot,Only a few,Some,Only a few,Some,Some
474523,Some,None,A lot,None,None,None,None,A lot,None
474524,None,A lot,Only a few,Some,Some,Some,Some,Some,None
474525,Some,Only a few,Some,Only a few,None,A lot,Only a few,A lot,A lot
474526,Only a few,Only a few,Some,A lot,A lot,A lot,Some,Some,A lot
474527,None,Only a few,A lot,Some,Only a few,Some,Some,A lot,A lot
484850,None,Only a few,Only a few,Some,Only a few,A lot,A lot,Some,A lot
474528,Some,Some,Some,Only a few,Some,Only a few,Only a few,Some,Some
474529,A lot,Only a few,A lot,Some,Only a few,Only a few,None,A lot,Only a few
474530,Only a few,Only a few,Some,A lot,Only a few,Some,Only a few,A lot,A lot
474532,Some,Some,Some,Some,Some,Some,Some,Some,Some
474533,Some,Only a few,None,Some,Only a few,Only a few,Only a few,Only a few,Only a few
474535,Some,Some,A lot,A lot,Some,Some,Some,Some,Some
474536,A lot,None,Some,Only a few,Only a few,Some,Only a few,A lot,Only a few
474537,None,None,Only a few,A lot,Some,Some,Some,None,A lot
474538,A lot,Some,,Only a few,Only a few,Only a few,Only a few,A lot,A lot
474539,None,Only a few,Some,Some,Only a few,Only a few,Some,Some,Some
484864,None,None,None,None,None,None,None,None,None
474541,Some,Only a few,Some,Some,Some,Some,Only a few,Some,Some
484866,Some,Only a few,Some,A lot,Only a few,A lot,A lot,Some,A lot
474542,Only a few,Only a few,Some,A lot,Only a few,Some,Some,Some,Only a few
474544,Only a few,Only a few,Some,Some,Only a few,Only a few,Only a few,Some,Some
474545,Only a few,Some,A lot,A lot,Some,Some,Only a few,A lot,Some
474546,None,Only a few,Only a few,Some,None,Some,Only a few,Some,A lot
474547,A lot,Only a few,A lot,A lot,Some,A lot,None,Some,Some
474548,None,Only a few,Some,Some,Some,Some,Only a few,Some,A lot
474550,None,None,Only a few,None,Only a few,Some,Only a few,Only a few,Only a few
474552,Some,Only a few,Some,Some,Some,Some,Only a few,A lot,Some
474553,None,Only a few,Only a few,A lot,Only a few,Only a few,Some,Only a few,Some
484880,Some,None,None,None,None,Some,None,A lot,Some
474554,Some,None,Only a few,Some,Some,None,None,Some,Some
474555,None,Only a few,Some,Some,Some,Some,Only a few,Only a few,Some
474556,Some,Some,Some,Only a few,Some,Only a few,None,A lot,Only a few
474557,A lot,Some,Some,A lot,Some,Some,Some,Some,A lot
474558,None,Some,Some,A lot,Only a few,Only a few,Only a few,Some,A lot
474559,Some,Only a few,Some,Some,Some,Some,None,A lot,Some
474560,None,Only a few,None,None,Only a few,None,Some,Some,Some
474561,A lot,None,A lot,None,Some,Only a few,None,A lot,Some
474562,A lot,Only a few,Only a few,Only a few,Only a few,Only a few,None,Some,Some
474563,None,Some,Some,A lot,Some,Some,Some,Some,Some
474564,None,Only a few,Some,Some,Only a few,Some,Some,Some,Only a few
474565,None,Only a few,A lot,A lot,Some,A lot,Some,Some,A lot
474566,Some,A lot,A lot,A lot,Some,A lot,Some,A lot,A lot
474567,Some,Only a few,Some,Some,None,Only a few,None,Some,Some
474568,Some,Only a few,A lot,A lot,Only a few,Some,Only a few,A lot,Some
474569,A lot,Some,A lot,A lot,Some,A lot,Only a few,A lot,A lot
474570,Only a few,Only a few,Only a few,Some,Only a few,Some,Only a few,Only a few,Some
474571,None,Only a few,Only a few,Some,Some,Only a few,Some,Some,Only a few
474572,A lot,Only a few,Some,Some,Only a few,Only a few,Only a few,Some,A lot
474573,A lot,Some,A lot,A lot,A lot,A lot,None,A lot,A lot
474576,Some,Some,Some,Only a few,Some,Only a few,Some,Only a few,Some
474579,None,None,None,Some,Some,Some,Some,Some,Some
474580,A lot,Only a few,Some,Some,Some,Some,None,A lot,Some
474583,Some,Only a few,Some,A lot,Some,Some,None,A lot,Some
474586,None,Only a few,Some,Only a few,Some,Some,Some,Some,Only a few
474587,None,None,Only a few,Some,None,Some,Some,A lot,Some
474588,None,Only a few,Some,Some,Only a few,A lot,Some,Some,A lot
474589,A lot,Some,Some,Some,Only a few,Some,Only a few,Some,Some
474590,A lot,None,Some,Some,Some,Some,None,A lot,Some
474591,None,None,None,None,None,None,None,None,None
474592,A lot,Only a few,A lot,A lot,Only a few,Some,Some,Only a few,Some
474593,Some,None,A lot,Only a few,Some,None,None,A lot,Some
474594,A lot,Some,Some,A lot,A lot,A lot,Only a few,A lot,A lot
474595,None,Only a few,Only a few,None,Only a few,Some,Some,None,Some
474596,None,Only a few,A lot,A lot,A lot,A lot,A lot,Some,A lot
474600,Only a few,Only a few,Only a few,A lot,Some,Some,None,Some,Some
474601,A lot,None,Only a few,None,Some,Only a few,None,A lot,Some
474603,Some,Only a few,Some,Only a few,Only a few,Some,Only a few,A lot,Some
474604,None,Only a few,Some,Some,Some,A lot,A lot,A lot,A lot
474605,None,Only a few,Some,Only a few,None,Only a few,Only a few,Some,Only a few
474606,None,Some,Some,Some,Some,A lot,Some,A lot,A lot
474607,Some,Some,Some,A lot,Some,Only a few,Only a few,A lot,A lot
474612,None,Some,,Some,Only a few,Some,Some,Only a few,Some
474613,None,Only a few,Some,A lot,Some,Some,Some,Some,Some
474614,None,Only a few,Only a few,Some,Some,Only a few,Some,None,Some
474615,Some,Some,A lot,A lot,Some,Some,Some,Some,Some
