 RespId,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10
471188,Somewhat important,Not so important,Not so important,Not at all important,Not so important,Not so important,Somewhat important,Very important,Not at all important,Not so important,,No,Mail-in/Absentee ballot,Not very closely,Rarely,Yes,Yes,No,No,No,No,,,Agree,Agree,Agree,,,,,,,,Agree,,,,,
471189,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Not so important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,,,,,,,,,,,,
471190,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not so important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,No,No,No,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,
471191,Very important,Very important,Not so important,Not at all important,Very important,Not at all important,Not so important,Very important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
471192,Very important,Not so important,Not so important,Not so important,Not so important,Not so important,Not so important,Not so important,Very important,Not so important,,No,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,Agree,,,,,,,,,,,,,,,
471193,Very important,Very important,Very important,Not so important,Very important,Not so important,Very important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,Agree,,,,,,,,,,,,
471194,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,Agree,,,,,,,,,,,
471195,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,Agree,Agree,,,,,,,,,,,
471196,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471197,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person before Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
471198,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not so important,Somewhat important,Doesn't matter,No,Mail-in/Absentee ballot,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,,,Agree,,,,,,,
471200,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Not so important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,Agree,,Agree,,Agree,,,,,,,,,,,
471201,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471202,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,No,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471203,Very important,Very important,Very important,Not so important,Very important,Not so important,Very important,Somewhat important,Not at all important,Very important,,No,In-person on Election Day,Very closely,Sometimes,Yes,No,No,No,No,No,Agree,,Agree,Agree,Agree,,Agree,,Agree,,,,,,,,,
471204,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,,,,,,,,,,,,
481280,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,No,No,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,
471207,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,,,,,,,,,,,,,
481284,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not so important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
471209,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,Agree,Agree,,,,,,,,,,,
481287,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Not at all important,Not so important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,Agree,,,,,,,,,,,,,,,
471213,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,No,No,No,No,No,Yes,Agree,,,,,,,,,,,,,,,,,
471214,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not so important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,Agree,,,,,,,,,,,,,
471216,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Not so important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,,Agree,,,,,,,,,,,
471217,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,3.0,In-person before Election Day,Somewhat closely,Sometimes,Yes,Yes,No,No,No,No,,,,,Agree,,,,,,,,Agree,,,,,
471218,Very important,Very important,Very important,Not so important,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,Agree,,,,,,,,,,,,
471219,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,,,,,,,,,,,,,,
471220,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,Agree,,,,,,,,,,,
471221,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
471223,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,,
471224,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not at all important,,Yes,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,Agree,,,,,,,,,,,
471225,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,Agree,,,,Agree,,,,,,,,,,,
471226,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,Agree,Agree,,,,,,,,,,,
471229,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,No,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
471230,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,,Agree,,,,,,,,,,,
471231,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,Agree,,,,,,,,,,,,,,,,
471232,Very important,Somewhat important,Very important,Not so important,Very important,Not at all important,Very important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,,,,,,,,,,,,
471234,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Somewhat important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Not very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,,,,,,,,,,,,
471235,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,Agree,,,,,,,,,,,,
471236,Somewhat important,Not so important,Somewhat important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,No,Yes,Yes,Yes,Agree,,,Agree,,,,,,,,,,,,,,
471237,Very important,Very important,Somewhat important,Not at all important,Very important,Not at all important,Somewhat important,Somewhat important,Not at all important,Not so important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
471238,Very important,Not so important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Not at all important,,Yes,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
481317,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Other,Yes,In-person before Election Day,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,,,Agree,,,,,,,
471239,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,3.0,Other,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,,,,,,,,,,,,,
471240,Very important,Very important,Very important,Not so important,Very important,Not at all important,Somewhat important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
471241,Very important,Not so important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471242,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,No,Yes,Yes,Yes,,,Agree,Agree,,,,,,,,,,,,,,
471243,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Somewhat important,Very important,Not at all important,Not so important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,,,
471244,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Very important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,Agree,,,,,,,,,,,
471245,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,Agree,,,,,,,,,,,,
471247,Very important,Very important,,Somewhat important,Very important,Very important,Somewhat important,Not so important,Somewhat important,Not so important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
471248,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,No,No,No,No,No,No,Agree,,,,,Agree,,,,,,,,,,,,
471249,Somewhat important,Very important,Not so important,Somewhat important,Very important,Somewhat important,,Not so important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Rarely,No,Yes,No,Yes,No,Yes,,,,Agree,,,,,,,Agree,,,,,,,
471250,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,Agree,,,,,,,,,,,
471252,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,Agree,,,,,,,,,,,
471253,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,Agree,,,,,,,,,,,,
471254,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
471255,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471256,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,Agree,Agree,,,,,,,,,,,
471257,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,3.0,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Agree,,,,,,,,,,,,
471258,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
471259,Very important,Somewhat important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Somewhat important,Not at all important,Not at all important,,No,In-person before Election Day,Very closely,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,Agree
471261,Very important,Very important,Very important,Not at all important,Very important,Not at all important,Somewhat important,Somewhat important,Not at all important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,Agree,Agree,,,,,,,,,,,
471263,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,Agree,Agree,,,,,,,,,,,
471264,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
471265,Very important,Not so important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not so important,,Yes,In-person before Election Day,Somewhat closely,Sometimes,No,Yes,No,Yes,No,Yes,,,,,,,Agree,,,,,,,,,,Agree,
471266,Very important,Somewhat important,Somewhat important,Not at all important,Very important,Not so important,Somewhat important,Somewhat important,Not at all important,Somewhat important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
481346,Very important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Not so important,Not eligible,Yes,In-person on Election Day,Somewhat closely,Never,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,Agree
471267,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not so important,Somewhat important,,3.0,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471268,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,,3.0,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471269,Very important,Somewhat important,Somewhat important,Not so important,Very important,Not so important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,No,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471270,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
471271,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,3.0,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,,,,,,,,,,,,
471272,Very important,Very important,Somewhat important,Not so important,Very important,Somewhat important,Very important,Somewhat important,Not so important,Very important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
471273,Very important,Very important,Very important,Somewhat important,Very important,Not so important,Very important,Very important,Not so important,Very important,,No,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,,,,
471274,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,Agree,,,,,,,,,,,,,
471276,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,Very important,Very important,Very important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Sometimes,No,No,Yes,Yes,No,Yes,,Agree,,,Agree,,,,,,,,Agree,,,,,
471277,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,Agree,,,,,,,,,,,
481358,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Not so important,Very important,Somewhat important,Not so important,Somewhat important,,No,In-person on Election Day,Very closely,Always/almost always,No,Yes,Yes,Yes,Yes,Yes,,,Agree,,Agree,,,,,,,,,,,,,
481359,Very important,Not so important,Somewhat important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not so important,Somewhat important,,No,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,,Agree,,,,,,,,,,,
471278,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not so important,,3.0,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,Agree,,,,,,,,,,,
471280,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not so important,,3.0,In-person on Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471281,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Not so important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471282,Very important,Very important,Very important,Not at all important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
471283,Very important,Somewhat important,Somewhat important,Not at all important,Very important,Not at all important,Not at all important,Somewhat important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Agree,,Agree,,,,,,,,,,,
471284,Not so important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,3.0,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,,,,,,,,,,,,,,
471285,Very important,Not so important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not so important,Somewhat important,,3.0,In-person on Election Day,Not very closely,Always/almost always,Yes,Yes,No,No,No,No,Agree,,,,,,,,,,,,,,,,,
471286,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Not at all important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,,,,,,,,,,,,
471288,Very important,Very important,Somewhat important,Not so important,Very important,Very important,Very important,Very important,Very important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,,,,,,,,,,,,,,
471289,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Not so important,,Yes,In-person before Election Day,Somewhat closely,Sometimes,No,Yes,No,No,No,No,,,,Agree,Agree,,Agree,,Agree,,,,Agree,,,,,
471290,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Not so important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,,,,,,,,,,,,,,
481374,Very important,Somewhat important,Very important,Not so important,Somewhat important,Somewhat important,Not so important,Somewhat important,Somewhat important,Very important,,No,Mail-in/Absentee ballot,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,,Agree,Agree,,,,,,,,,,,
471292,Not so important,Not so important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Not at all important,Doesn't matter,3.0,In-person on Election Day,Not closely at all,Never,No,No,No,No,No,No,,,,,,,,,,Agree,,,,,,,,
471293,Very important,Very important,Very important,Not so important,Very important,Somewhat important,Somewhat important,Very important,Not at all important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,Agree,Agree,,,,,,,,,,,,,
471294,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Not at all important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,,,,,,,,,,,,,,,
471295,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,No,Yes,No,Yes,No,No,,Agree,Agree,Agree,,,,,,,,,,,,,,
471296,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,,Agree,Agree,Agree,Agree,,,,,,,,,,,
471297,Very important,Somewhat important,Somewhat important,Not at all important,Very important,Somewhat important,Very important,Very important,Not so important,Not at all important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,No,Yes,No,Yes,No,Yes,Agree,,Agree,,,,,,,,,,,,,,,
471298,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,,Yes,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,Agree,Agree,Agree,,,,,,,,,,,,
471299,Very important,Somewhat important,Somewhat important,Not so important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not so important,,Yes,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,,,,,Agree,,,,,,,,,,,
481384,Very important,Somewhat important,Very important,Not so important,Very important,Very important,Very important,Very important,Somewhat important,Very important,,No,In-person before Election Day,Very closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,,Agree,,Agree,,,,,,,,,,,
471300,Very important,Somewhat important,Not so important,Not so important,Very important,Very important,Somewhat important,Very important,Somewhat important,Not so important,,3.0,In-person before Election Day,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,,Agree,,Agree,,Agree,,,,,,,,,,,
471301,Very important,Not so important,Somewhat important,Not so important,Somewhat important,Very important,Very important,Somewhat important,Very important,Not at all important,,Yes,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,Agree,,,,,,,,,,,
471302,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,Yes,In-person on Election Day,Very closely,Always/almost always,Yes,Yes,No,Yes,Yes,Yes,Agree,Agree,Agree,Agree,,,Agree,,,,,,,,,,,
471303,Very important,Somewhat important,Not so important,Not at all important,Very important,Not at all important,Somewhat important,Very important,Not at all important,Somewhat important,,No,Mail-in/Absentee ballot,Somewhat closely,Always/almost always,Yes,Yes,Yes,Yes,Yes,Yes,,,,Agree,,,,,,,,,,,,,,
