 RespId,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6
471224,Somewhat,Significant,Slight,Significant,Slight,Somewhat
471225,Significant,Significant,Slight,Slight,No impact,Somewhat
471226,Significant,Significant,Significant,Slight,Somewhat,Somewhat
471229,Significant,Significant,Significant,Significant,Significant,Significant
471230,Significant,Slight,Slight,No impact,Somewhat,Slight
471231,Significant,Significant,Significant,Somewhat,Significant,Significant
471232,Significant,Somewhat,Slight,Significant,Significant,Significant
471234,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Slight
471235,Somewhat,Significant,Significant,Somewhat,Somewhat,Somewhat
471236,Slight,Somewhat,Somewhat,Slight,Slight,Slight
471237,Somewhat,Significant,Significant,Slight,Somewhat,Significant
471238,Significant,Significant,Slight,No impact,No impact,Somewhat
481317,Significant,Somewhat,Slight,Significant,Slight,Significant
471239,Significant,Significant,Significant,Significant,Significant,Significant
471240,Significant,Significant,Significant,Significant,Significant,Significant
471241,Significant,Significant,Significant,Significant,Significant,Somewhat
471242,Slight,Slight,Slight,Slight,Slight,Somewhat
471243,Significant,Significant,Significant,Slight,Somewhat,Slight
471244,Significant,Significant,Significant,Somewhat,No impact,Somewhat
471245,Significant,Significant,Significant,Somewhat,Significant,Significant
471247,Significant,Significant,Significant,Somewhat,Significant,Significant
471248,Slight,Somewhat,Slight,No impact,Slight,No impact
471249,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471250,Significant,Significant,Somewhat,Somewhat,Slight,Somewhat
471252,Significant,Significant,Significant,Significant,Somewhat,Significant
471253,Significant,Somewhat,Significant,Significant,Somewhat,Somewhat
471254,Significant,Somewhat,Somewhat,Slight,Somewhat,Somewhat
471255,Significant,Significant,Significant,Significant,Significant,Significant
471256,Somewhat,Somewhat,Slight,Slight,Somewhat,Somewhat
471257,Somewhat,Somewhat,Significant,Slight,Somewhat,Somewhat
471258,Significant,Significant,Significant,Somewhat,Somewhat,Somewhat
471259,Somewhat,Somewhat,Slight,No impact,Slight,Somewhat
471261,Significant,Somewhat,Slight,Significant,Somewhat,Slight
471263,Significant,Somewhat,Somewhat,Somewhat,Slight,Significant
471264,Significant,Significant,Significant,No impact,Significant,Significant
471265,Significant,Significant,Somewhat,Significant,Somewhat,Significant
471266,Somewhat,Somewhat,Somewhat,Significant,Significant,Somewhat
481346,Significant,Significant,Significant,Slight,Slight,Somewhat
471267,Significant,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471268,Significant,Significant,Significant,Somewhat,Significant,Somewhat
471269,Significant,Significant,Significant,Somewhat,Significant,Significant
471270,Significant,Somewhat,Somewhat,No impact,No impact,Slight
471271,Slight,Somewhat,Significant,No impact,Somewhat,Significant
471272,Somewhat,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471273,Significant,Somewhat,Somewhat,Somewhat,Somewhat,No impact
471274,Significant,Significant,Significant,Significant,Significant,Significant
471276,Somewhat,Somewhat,Slight,Slight,Significant,Slight
471277,Significant,Significant,Somewhat,Slight,Slight,Significant
481358,Significant,Slight,No impact,Somewhat,Somewhat,Slight
481359,Somewhat,Somewhat,Somewhat,Somewhat,Slight,Slight
471278,Somewhat,Somewhat,Slight,Slight,Slight,Slight
471280,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,No impact
471281,Significant,Significant,Significant,Significant,Somewhat,Significant
471282,Significant,Significant,Significant,Somewhat,Somewhat,Significant
471283,Significant,Significant,Somewhat,Significant,Significant,Significant
471284,Somewhat,Somewhat,Significant,No impact,Somewhat,Significant
471285,Somewhat,Somewhat,Slight,Somewhat,Significant,Somewhat
471286,Significant,Significant,Significant,Significant,Significant,Somewhat
471288,Significant,No impact,No impact,Slight,Somewhat,Somewhat
471289,Somewhat,Somewhat,Somewhat,No impact,Somewhat,Somewhat
471290,Significant,Significant,Significant,Somewhat,Somewhat,Significant
481374,Significant,Significant,Somewhat,Slight,Slight,Somewhat
471292,No impact,No impact,No impact,No impact,No impact,Slight
471293,Somewhat,Somewhat,Significant,Somewhat,Somewhat,Slight
471294,Somewhat,Somewhat,No impact,Somewhat,Somewhat,Somewhat
471295,Somewhat,Somewhat,Significant,Slight,Slight,Somewhat
471296,Significant,Significant,Significant,Significant,Significant,Significant
471297,Significant,Significant,Somewhat,Significant,Somewhat,Significant
471298,Significant,Significant,Significant,Slight,Somewhat,Significant
471299,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Slight
481384,Somewhat,Significant,Significant,Somewhat,Slight,Slight
471300,Somewhat,Somewhat,Slight,Slight,No impact,Significant
471301,Somewhat,Slight,Slight,Slight,Slight,No impact
471302,Significant,Somewhat,Somewhat,No impact,No impact,Significant
471303,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471304,Significant,Significant,Somewhat,Somewhat,Slight,Slight
471305,No impact,Slight,Slight,Significant,Somewhat,Somewhat
481392,Significant,Significant,Somewhat,Slight,Significant,Significant
471307,Slight,Significant,Somewhat,Somewhat,Significant,Somewhat
481394,Somewhat,Somewhat,Slight,No impact,Somewhat,Slight
471308,Slight,Slight,Somewhat,Slight,Slight,Slight
471310,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Significant
471311,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471314,Significant,Significant,Significant,Somewhat,Significant,Significant
471316,Somewhat,Significant,Somewhat,Somewhat,Slight,Somewhat
471317,Slight,Somewhat,Significant,Slight,Somewhat,Somewhat
471318,Significant,Significant,Significant,Significant,Somewhat,Slight
471320,Significant,Significant,Significant,Significant,Somewhat,Significant
471322,Significant,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471323,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471324,Somewhat,Slight,Slight,Slight,Somewhat,Significant
471326,Somewhat,Somewhat,Slight,Slight,Slight,No impact
471327,Slight,Slight,Slight,No impact,No impact,No impact
471328,Significant,Significant,Significant,Slight,Significant,Significant
471330,Slight,Somewhat,Slight,Slight,Somewhat,Somewhat
471335,Significant,Significant,Somewhat,Slight,Significant,Significant
471337,Significant,Somewhat,Somewhat,Significant,Significant,Significant
471339,Somewhat,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471340,Somewhat,Somewhat,Slight,Somewhat,Somewhat,Somewhat
471341,Significant,Significant,Significant,Significant,Slight,Slight
471342,Significant,Significant,Significant,Somewhat,Significant,Significant
471343,Somewhat,Slight,Somewhat,Slight,Somewhat,Somewhat
471344,Significant,Significant,Significant,Somewhat,Somewhat,Significant
471345,Somewhat,Slight,No impact,Somewhat,No impact,Slight
471347,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471349,Significant,Significant,Slight,Significant,Somewhat,Somewhat
481437,Slight,Slight,Slight,Slight,Slight,Slight
471350,Significant,Significant,Significant,Significant,Significant,Significant
471351,Significant,Somewhat,Somewhat,No impact,Somewhat,Slight
471353,Significant,Significant,Somewhat,Significant,Significant,Somewhat
471354,Significant,Significant,Significant,Somewhat,Significant,Significant
471355,Somewhat,Somewhat,Slight,Somewhat,Significant,Somewhat
471356,Somewhat,Slight,Slight,Slight,Somewhat,Somewhat
471357,Somewhat,Somewhat,Somewhat,Slight,Slight,Slight
471358,Significant,Significant,Somewhat,Significant,Significant,Significant
471359,Significant,Significant,Somewhat,Slight,Significant,Somewhat
481448,Slight,Somewhat,Slight,Slight,Somewhat,No impact
471360,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471362,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471363,Somewhat,Significant,Significant,Significant,Significant,Significant
471365,Significant,Significant,Significant,Significant,Slight,Significant
471366,Significant,Significant,Somewhat,Significant,Significant,Significant
471367,Slight,Somewhat,Slight,Slight,Slight,Slight
471368,Slight,Significant,Somewhat,Slight,No impact,Somewhat
471369,Significant,Somewhat,Slight,Somewhat,Significant,Somewhat
471371,Somewhat,Somewhat,Somewhat,No impact,Slight,Slight
471372,Slight,No impact,Slight,No impact,Somewhat,Slight
471374,Somewhat,Somewhat,Slight,Somewhat,Somewhat,Somewhat
471375,Significant,Somewhat,Slight,Somewhat,Somewhat,Somewhat
471376,Slight,Slight,Slight,Slight,No impact,Slight
471379,Slight,Slight,Slight,Somewhat,No impact,Slight
471380,Significant,Significant,Significant,Somewhat,Significant,Significant
471383,Significant,Significant,Significant,Slight,Significant,Significant
471384,Significant,Significant,Significant,Slight,Somewhat,Somewhat
471385,Significant,Significant,Somewhat,Slight,Somewhat,Somewhat
471388,Slight,Somewhat,Somewhat,Somewhat,Significant,Slight
471390,Somewhat,Somewhat,No impact,No impact,Somewhat,No impact
471391,Significant,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471392,Slight,Somewhat,Slight,Somewhat,Somewhat,Slight
471393,Slight,Slight,Somewhat,Somewhat,Slight,Slight
471394,Slight,Slight,Slight,No impact,No impact,No impact
471395,Significant,Significant,Significant,Somewhat,Somewhat,Significant
471396,Significant,Somewhat,Somewhat,Somewhat,Slight,Somewhat
471398,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Somewhat
471400,Somewhat,No impact,No impact,No impact,No impact,No impact
471401,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471402,Significant,Somewhat,Significant,No impact,Slight,Somewhat
471403,Somewhat,Somewhat,Slight,No impact,No impact,Somewhat
471404,Slight,Slight,Somewhat,Somewhat,Slight,Somewhat
481494,Somewhat,Somewhat,No impact,No impact,No impact,Slight
481495,,,,,,
471405,Significant,Significant,Somewhat,Slight,Slight,Significant
471408,Significant,Significant,Somewhat,Somewhat,Significant,Significant
471410,Significant,Significant,Somewhat,Slight,Significant,Significant
471411,Significant,Significant,Slight,Significant,Somewhat,Significant
471412,Significant,Significant,Significant,Significant,Significant,Significant
471415,Somewhat,Somewhat,Somewhat,No impact,No impact,Slight
471417,Somewhat,Somewhat,Slight,Slight,Somewhat,Somewhat
471418,Significant,Significant,Significant,Somewhat,Somewhat,Significant
471419,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471420,Significant,Significant,Somewhat,Significant,Significant,Significant
471421,No impact,No impact,No impact,Slight,No impact,Slight
471422,Significant,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471423,Somewhat,Somewhat,Significant,Slight,Somewhat,Significant
471425,Somewhat,Slight,Slight,Somewhat,Somewhat,Significant
471426,Somewhat,Somewhat,Somewhat,Significant,Significant,Somewhat
471427,Somewhat,Slight,Slight,Somewhat,Somewhat,Somewhat
471429,Slight,Significant,Significant,Somewhat,Slight,Slight
471430,Somewhat,Somewhat,Slight,Slight,Somewhat,Slight
481524,Slight,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471433,Somewhat,Somewhat,Slight,Somewhat,No impact,Slight
471434,Significant,Somewhat,Somewhat,Slight,Somewhat,Significant
471435,Significant,Significant,Significant,No impact,Slight,No impact
471438,Somewhat,Slight,Slight,Slight,Somewhat,Somewhat
471440,Somewhat,Significant,Somewhat,No impact,No impact,Significant
471441,Significant,Significant,Significant,Somewhat,Significant,Somewhat
471442,Significant,Significant,Significant,Significant,Significant,Significant
471445,Significant,Significant,Significant,Slight,Significant,Significant
471446,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Somewhat
471447,Slight,Significant,Significant,Somewhat,No impact,Somewhat
471449,Somewhat,Significant,Significant,Somewhat,Somewhat,Somewhat
481542,No impact,No impact,No impact,No impact,No impact,No impact
471450,Significant,Somewhat,Somewhat,Somewhat,Significant,Significant
471451,Somewhat,Slight,Slight,No impact,No impact,Significant
471453,Significant,Significant,Somewhat,Somewhat,Slight,Significant
471454,Significant,Significant,Significant,Significant,Significant,Significant
471455,Significant,Significant,,Somewhat,Significant,Significant
471456,Somewhat,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471457,Significant,Significant,Significant,Significant,Significant,Significant
471458,Significant,Significant,Significant,Somewhat,Significant,Somewhat
471461,Somewhat,Somewhat,Somewhat,Slight,Slight,No impact
471462,Somewhat,Somewhat,Somewhat,Somewhat,Significant,Significant
481556,Significant,Significant,Significant,Somewhat,Significant,Somewhat
471463,Somewhat,Somewhat,Somewhat,No impact,Somewhat,Significant
481558,Somewhat,Significant,Significant,Somewhat,Significant,Somewhat
471464,Significant,Significant,Significant,Significant,Somewhat,Significant
471465,Slight,Somewhat,Somewhat,Slight,Somewhat,Somewhat
471466,Somewhat,Somewhat,Somewhat,Slight,Slight,Somewhat
471468,Significant,Significant,Significant,Significant,No impact,Significant
471470,Somewhat,Somewhat,Somewhat,Significant,Slight,Slight
471471,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471472,Somewhat,No impact,Somewhat,No impact,Slight,Slight
471473,Significant,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471474,Significant,Significant,Significant,No impact,Significant,Significant
471475,Slight,Slight,Slight,No impact,No impact,Slight
471477,Somewhat,Somewhat,Slight,Somewhat,Somewhat,Somewhat
471478,Significant,Significant,Significant,,Significant,Significant
471479,Somewhat,Significant,Significant,Significant,Significant,Somewhat
471480,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Somewhat
481576,Somewhat,Somewhat,Somewhat,Slight,No impact,Slight
481577,Somewhat,Significant,Somewhat,Somewhat,Significant,Somewhat
471482,Significant,Significant,Significant,Significant,Slight,Significant
471483,Somewhat,Somewhat,Slight,Slight,Slight,Slight
471485,Significant,Significant,Somewhat,Slight,No impact,Somewhat
471486,Significant,Somewhat,Slight,No impact,Significant,Slight
471489,Significant,Significant,Somewhat,Slight,No impact,Somewhat
471491,Somewhat,Somewhat,Slight,Slight,Slight,Somewhat
471494,Somewhat,Significant,Somewhat,Somewhat,Significant,Somewhat
471495,Significant,Significant,Significant,Somewhat,Significant,Somewhat
471497,Significant,Significant,Significant,Somewhat,Significant,Significant
471498,Significant,Somewhat,Somewhat,Somewhat,Significant,Significant
471499,Somewhat,Somewhat,Slight,Slight,Somewhat,Somewhat
471500,Significant,Significant,Significant,Somewhat,Significant,Somewhat
471501,Somewhat,Slight,Slight,Significant,Somewhat,Slight
471502,Significant,Significant,Significant,Somewhat,Somewhat,Significant
471503,Significant,Somewhat,Somewhat,Somewhat,Slight,Somewhat
471504,Slight,Somewhat,No impact,Slight,Somewhat,No impact
471505,Significant,Significant,Significant,Slight,Slight,Slight
471508,Slight,No impact,Slight,No impact,No impact,No impact
471509,Significant,Somewhat,Somewhat,Somewhat,Slight,Somewhat
471510,Significant,Significant,Significant,Somewhat,Somewhat,Somewhat
481608,Significant,Somewhat,Significant,Somewhat,Slight,Significant
471511,Significant,Significant,Slight,Slight,Somewhat,Somewhat
471512,Significant,Somewhat,Somewhat,Significant,Slight,No impact
471514,,,Somewhat,Somewhat,,Somewhat
471516,Somewhat,Somewhat,Slight,Significant,Somewhat,Somewhat
471517,No impact,No impact,No impact,No impact,No impact,Slight
471519,Significant,Significant,Significant,Significant,Significant,Significant
471521,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Slight
471523,Significant,Significant,Significant,Somewhat,Significant,Significant
471524,No impact,No impact,No impact,No impact,No impact,No impact
471525,Significant,Significant,Significant,Somewhat,Somewhat,Significant
471526,,Significant,Somewhat,Significant,Significant,Significant
471527,Significant,Somewhat,Significant,Significant,Slight,Somewhat
471528,No impact,Slight,Somewhat,Slight,No impact,Significant
471530,Significant,Significant,Somewhat,Somewhat,Somewhat,Significant
471531,Significant,Somewhat,Somewhat,Slight,Slight,Somewhat
471537,Significant,Somewhat,Significant,Somewhat,Somewhat,Significant
471538,Significant,Significant,Somewhat,Somewhat,Somewhat,Slight
471540,Somewhat,Somewhat,Slight,Slight,Slight,Slight
471542,Significant,Significant,Significant,Slight,Somewhat,Somewhat
471544,Slight,Somewhat,Somewhat,No impact,Slight,Somewhat
471545,Somewhat,Somewhat,Slight,Somewhat,Somewhat,Slight
471547,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471548,,,,,,
471549,Somewhat,Slight,Somewhat,Slight,Slight,Slight
471551,Somewhat,Slight,Slight,Slight,Slight,Slight
471552,Somewhat,Somewhat,Slight,Slight,Somewhat,Slight
471553,Significant,Significant,Significant,Somewhat,Significant,Significant
471554,Significant,Significant,Significant,Significant,Significant,Significant
471555,Slight,Slight,Slight,Slight,Slight,Slight
471557,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
481661,Significant,Somewhat,Slight,Slight,Significant,Slight
471559,Significant,Slight,Slight,Somewhat,Somewhat,Slight
471562,Significant,Significant,No impact,No impact,Somewhat,No impact
471565,Significant,Significant,Significant,No impact,Somewhat,Significant
471567,Significant,Significant,Significant,Significant,Significant,Significant
481672,Significant,Significant,Significant,Significant,Significant,Significant
471568,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471569,Slight,Slight,Significant,Slight,No impact,No impact
471571,Significant,Somewhat,Significant,Significant,Somewhat,Significant
481680,Somewhat,Slight,Slight,Slight,No impact,Slight
471576,Slight,Slight,Slight,No impact,Slight,Slight
471577,Significant,Slight,No impact,No impact,Somewhat,No impact
471578,Somewhat,Somewhat,Somewhat,No impact,No impact,Slight
471579,Significant,Significant,Significant,Somewhat,Slight,Significant
481688,Somewhat,Somewhat,Significant,Slight,Somewhat,Somewhat
471581,Significant,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471583,No impact,No impact,Slight,No impact,Somewhat,Somewhat
481692,Significant,Significant,Significant,Somewhat,Slight,Somewhat
471584,Significant,Significant,Somewhat,Slight,Significant,Significant
471590,Significant,Significant,Significant,Significant,Significant,Somewhat
471591,No impact,Somewhat,Somewhat,Slight,No impact,Somewhat
471592,Significant,Somewhat,Somewhat,Significant,Somewhat,Somewhat
471594,Significant,Significant,Significant,Somewhat,Somewhat,Somewhat
471595,Somewhat,Somewhat,Slight,Somewhat,Somewhat,Significant
471596,Somewhat,Somewhat,Somewhat,No impact,Slight,Significant
471597,Somewhat,Somewhat,Somewhat,Somewhat,Slight,Slight
471598,Slight,Somewhat,Somewhat,Slight,Slight,Slight
471600,Significant,Significant,Significant,Significant,Significant,Significant
471601,Significant,Significant,Significant,Slight,Somewhat,Somewhat
471602,Significant,Significant,Significant,No impact,Significant,Significant
471603,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Significant
471604,Somewhat,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471605,Significant,Significant,Significant,Somewhat,Somewhat,Somewhat
471606,Slight,Somewhat,Slight,Slight,Slight,Somewhat
471608,Somewhat,Somewhat,Somewhat,Slight,Slight,Slight
471612,Significant,Somewhat,Somewhat,Slight,No impact,Significant
471613,Significant,Significant,Significant,Significant,Significant,Significant
471614,Significant,Significant,Significant,Somewhat,Significant,Significant
471615,Slight,Slight,Slight,Slight,Slight,Slight
471616,Somewhat,Somewhat,Slight,Slight,Somewhat,Somewhat
471618,No impact,No impact,Slight,No impact,No impact,Significant
471619,Somewhat,Significant,Significant,Somewhat,Somewhat,Significant
471620,Significant,Somewhat,Significant,Significant,Slight,Significant
471621,Significant,Significant,Significant,Slight,No impact,Significant
471623,Significant,Significant,Significant,Somewhat,Significant,Significant
471624,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Significant
471625,Significant,Significant,Somewhat,Slight,Significant,Somewhat
471626,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Slight
471629,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Slight
471630,Somewhat,Significant,Significant,Slight,Significant,Somewhat
471631,Significant,Significant,Somewhat,Significant,Significant,Significant
471633,Significant,Significant,Significant,Significant,Somewhat,Significant
471634,Somewhat,Somewhat,Somewhat,Significant,Somewhat,Somewhat
471635,Significant,Significant,Somewhat,No impact,Significant,Significant
471639,Significant,Significant,Significant,Somewhat,Slight,Significant
471640,Significant,Significant,Somewhat,Significant,Somewhat,Significant
471642,Somewhat,Significant,Significant,Somewhat,Significant,Somewhat
471643,Significant,Significant,Significant,Somewhat,Significant,Significant
471644,Significant,Significant,Somewhat,Somewhat,Somewhat,Somewhat
481756,Significant,Significant,No impact,No impact,Slight,No impact
471646,Significant,Significant,Significant,Significant,Significant,Significant
481758,Significant,Significant,Significant,Slight,Somewhat,Somewhat
471647,Slight,Somewhat,Slight,Somewhat,No impact,No impact
471648,Slight,Somewhat,Somewhat,Slight,Somewhat,Significant
471649,Significant,Significant,Somewhat,No impact,Significant,Significant
471650,No impact,No impact,Slight,Slight,No impact,Slight
471651,Significant,Significant,Significant,Significant,Somewhat,Slight
471653,Significant,Significant,Somewhat,Somewhat,Significant,Somewhat
471654,Significant,Significant,Significant,Slight,Slight,Significant
471655,Somewhat,Somewhat,Somewhat,Slight,Slight,Somewhat
471656,Significant,Significant,Significant,No impact,No impact,No impact
471658,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Slight
471660,Significant,Significant,Somewhat,No impact,Slight,Slight
471661,No impact,No impact,No impact,No impact,No impact,No impact
471662,Somewhat,Somewhat,Somewhat,Somewhat,No impact,Significant
471664,Significant,Significant,Significant,Significant,Somewhat,Significant
471665,Slight,Slight,Somewhat,Slight,Somewhat,Slight
471666,Somewhat,Somewhat,Slight,Slight,No impact,No impact
471667,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471668,Slight,Slight,Slight,No impact,No impact,Slight
471670,Significant,Significant,Significant,Somewhat,Slight,Somewhat
471671,Somewhat,Significant,Somewhat,Somewhat,Somewhat,Significant
471672,Slight,Slight,No impact,Slight,No impact,Somewhat
471673,Significant,Somewhat,Somewhat,Significant,Somewhat,Slight
471674,Somewhat,Somewhat,Slight,No impact,No impact,Significant
471675,Somewhat,Significant,Significant,Somewhat,Somewhat,Somewhat
471676,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471680,Significant,Significant,Significant,Somewhat,Significant,Slight
471681,Somewhat,Somewhat,Somewhat,Significant,Somewhat,Slight
471682,Significant,Significant,Slight,Somewhat,Significant,Somewhat
471683,Slight,Slight,Slight,Somewhat,Slight,Somewhat
471684,Significant,Significant,Significant,Slight,Somewhat,Slight
471685,Significant,Slight,Somewhat,Somewhat,Slight,Slight
471686,Somewhat,Significant,Significant,No impact,No impact,Slight
471687,Significant,Significant,Somewhat,Somewhat,Slight,No impact
471691,Slight,Somewhat,Somewhat,Slight,Slight,Somewhat
471692,Somewhat,Somewhat,Somewhat,Slight,No impact,Somewhat
471693,Somewhat,Somewhat,Somewhat,Somewhat,No impact,Somewhat
471694,Significant,Significant,Significant,Somewhat,Somewhat,Significant
471695,No impact,No impact,No impact,Slight,No impact,Somewhat
481809,Somewhat,Significant,Significant,Slight,Somewhat,Somewhat
471696,Somewhat,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471697,Significant,Significant,Slight,Significant,Slight,Somewhat
471698,Somewhat,Somewhat,Somewhat,Somewhat,Slight,Slight
471699,Significant,Somewhat,Somewhat,Slight,Slight,Slight
471700,Somewhat,Somewhat,Significant,Somewhat,Somewhat,Somewhat
471701,Significant,Slight,Somewhat,Somewhat,Slight,No impact
471703,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Slight
471705,Significant,Significant,Slight,Slight,Somewhat,Somewhat
471706,Significant,Significant,Significant,Significant,Significant,Significant
471707,Significant,Somewhat,Slight,Somewhat,Slight,Significant
471708,Significant,Somewhat,Somewhat,Somewhat,Significant,Somewhat
471709,Significant,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471710,Slight,Somewhat,Slight,Slight,Somewhat,Slight
471711,Slight,Slight,Slight,No impact,No impact,Slight
471713,Significant,Significant,Slight,Somewhat,No impact,Significant
471716,Significant,Somewhat,Somewhat,Slight,Somewhat,Significant
471718,Significant,Significant,Somewhat,Somewhat,Somewhat,Significant
471719,Significant,Significant,Significant,Somewhat,Somewhat,Somewhat
471721,Significant,Significant,Significant,Significant,Significant,Somewhat
471723,Significant,Somewhat,Significant,Somewhat,Slight,Significant
471724,Somewhat,Somewhat,Somewhat,Somewhat,Slight,Significant
471725,Slight,Slight,Slight,Slight,Slight,Somewhat
471727,Somewhat,Slight,Somewhat,Somewhat,Somewhat,Somewhat
471728,Somewhat,Somewhat,Somewhat,Slight,Slight,No impact
471729,Somewhat,Somewhat,Somewhat,Somewhat,Slight,Significant
481846,Significant,Significant,Significant,Significant,Somewhat,Significant
471731,Significant,Somewhat,Significant,Significant,Slight,Significant
471735,Somewhat,Somewhat,Somewhat,Slight,Significant,Somewhat
471736,No impact,No impact,No impact,No impact,Slight,Somewhat
471737,Somewhat,Slight,Slight,Somewhat,Slight,Slight
471738,Significant,Slight,Slight,Slight,No impact,Significant
471739,Somewhat,Slight,Somewhat,Slight,Somewhat,Slight
471740,No impact,No impact,No impact,No impact,No impact,No impact
471741,Significant,Somewhat,Somewhat,Significant,Somewhat,Significant
481859,Somewhat,Somewhat,Somewhat,Slight,Slight,Somewhat
471742,Somewhat,Significant,Somewhat,Somewhat,Somewhat,Somewhat
471743,Somewhat,Significant,Somewhat,Somewhat,Slight,Significant
471744,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471745,Somewhat,Somewhat,Somewhat,Somewhat,Slight,Slight
471746,Significant,Significant,Significant,Significant,Somewhat,Somewhat
471747,Somewhat,Slight,Slight,Slight,Somewhat,Slight
481866,Significant,Significant,No impact,Significant,Significant,Significant
471748,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Significant
481868,Significant,Significant,Significant,Significant,Significant,
471750,No impact,No impact,No impact,No impact,No impact,No impact
471751,Slight,Somewhat,Somewhat,Somewhat,Slight,Slight
471752,Somewhat,Somewhat,Somewhat,Somewhat,Slight,Significant
471754,Significant,Significant,Significant,Significant,Significant,Significant
471755,Somewhat,,Significant,No impact,Somewhat,Significant
471757,Slight,Slight,Slight,Slight,No impact,Slight
471758,No impact,No impact,No impact,No impact,No impact,No impact
471759,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471760,Significant,Significant,Significant,Somewhat,Somewhat,Somewhat
471761,Significant,Significant,Significant,Significant,Significant,Significant
471762,Slight,Slight,Slight,Slight,Somewhat,Slight
471763,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Significant
471764,Significant,Somewhat,Somewhat,Significant,Somewhat,Significant
471766,Somewhat,Somewhat,Significant,Somewhat,Somewhat,Somewhat
471768,Slight,Somewhat,Slight,No impact,Somewhat,Significant
471769,Somewhat,Significant,Significant,Slight,Significant,Significant
471770,Significant,Significant,Significant,Slight,Somewhat,Somewhat
471772,Somewhat,Significant,Somewhat,Significant,Somewhat,Significant
471773,No impact,Slight,Somewhat,No impact,No impact,No impact
471774,Somewhat,Somewhat,Somewhat,Slight,Somewhat,Significant
481895,Slight,Slight,No impact,No impact,No impact,Slight
471775,Significant,Significant,Significant,Slight,Somewhat,Somewhat
471781,Significant,Somewhat,Somewhat,Somewhat,Slight,Significant
471782,Significant,Somewhat,Somewhat,Slight,Somewhat,Somewhat
471783,Slight,Slight,Somewhat,No impact,No impact,Slight
471784,Slight,Slight,Slight,Slight,Slight,Significant
471786,Significant,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471788,Somewhat,Somewhat,Slight,Slight,Somewhat,Somewhat
471789,Somewhat,Somewhat,Somewhat,Significant,Somewhat,Somewhat
471791,Slight,Slight,Slight,No impact,No impact,Somewhat
471792,Significant,Significant,Significant,Slight,Somewhat,Significant
471794,Slight,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat
471795,Somewhat,Somewhat,Significant,No impact,Slight,Slight
471796,Significant,Significant,Somewhat,Somewhat,Significant,Somewhat
471797,Significant,Somewhat,Significant,No impact,Slight,Slight
471798,Somewhat,Somewhat,Somewhat,Somewhat,No impact,Somewhat
